,id,name,address,symbol,url,description,chain,logo,audits,gecko_id,cmcId,category,chains,module,twitter,audit_links,oracles,tvl,change_1h,change_1d,change_7d,fdv,mcap,language,staking
10,114,Compound,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,https://compound.finance,"Compound is an algorithmic, autonomous interest rate protocol built for developers, to unlock a universe of open financial applications.",Ethereum,https://icons.llama.fi/compound.png,2,compound-governance-token,5692,Lending,['Ethereum'],compound-onchain/index.js,compoundfinance,['https://compound.finance/docs/security'],['Chainlink'],2878975308.6588655,0.5170594247521763,2.9217875247143468,10.65216115215965,610767215.0,418747241.0,,
11,120,Instadapp,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,INST,https://instadapp.io/,Aims to drive interoperability between protocols for power users and ease of development allowing developers of all stripes to start leveraging the full potential of Decentralised Finance.,Ethereum,https://icons.llama.fi/instadapp.jpg,,instadapp,10508,Services,['Ethereum'],instadapp.js,Instadapp,['https://github.com/Instadapp/dsa-contracts/blob/master/audits/v1_PeckShield_Mar_2020.pdf'],,1988289090.5295577,-0.07927363584570912,0.8616762622130949,38.75134572645888,,16968321.0,,
12,591,Multichain,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,https://multichain.org/,"Cross-Chain Router Protocol (CRP), envisioned to be the ultimate router for Web3.",Multi-Chain,https://icons.llama.fi/multichain.jpg,2,anyswap,5892,Bridge,"['Fantom', 'Ethereum', 'Avalanche', 'Arbitrum', 'Binance', 'Moonriver', 'Polygon', 'Moonbeam', 'OKExChain', 'Milkomeda', 'Boba', 'Cronos', 'Optimism', 'IoTeX', 'Harmony', 'Kucoin', 'xDai', 'Metis', 'Telos', 'Aurora', 'Syscoin', 'Bittorrent', 'Conflux', 'Heco', 'Shiden', 'Oasis', 'Velas', 'Fuse', 'Fusion', 'Evmos', 'RSK', 'Astar', 'EthereumClassic', 'DFK', 'Celo', 'Ronin']",anyswap/index.js,MultichainOrg,"['https://github.com/anyswap/Anyswap-Audit/blob/master/TrailOfBits/Anyswap-CrossChain-Bridge-TrailofBits-Audit-Final%20Report.pdf', 'https://github.com/anyswap/Anyswap-Audit/blob/master/SlowMist/AnySwap%20CrossChain-Bridge%20Security%20Audit%20Report.pdf', 'https://github.com/anyswap/Anyswap-Audit/blob/master/SlowMist/Anyswap%20Smart%20Contract%20Security%20Audit.pdf', 'https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Travala-AnyswapV5ERC20-v1.0.pdf']",,1971395277.3000154,0.6835986920025334,2.2519090610649357,7.351712186441887,473537341.0,0.0,,
13,641,Arrakis Finance,,-,https://www.arrakis.finance,"Arrakis is a protocol that specializes in concentrated & active liquidity management. By creating a curated marketplace of novel tokenized LP strategies, Arrakis facilitates deep liquidity and optimizes LP earnings across its vaults.",Multi-Chain,https://icons.llama.fi/arrakis-finance.png,2,,,Yield,"['Ethereum', 'Polygon', 'Optimism']",sorbetfinance/index.js,ArrakisFinance,"['https://www.certik.org/projects/gelato', 'https://drive.google.com/file/d/1aTmVdENDTt7-Rbr9Nxx8DLqy8BE0ZLew/view?usp=sharing']",,1493515402.0155578,0.5216449357997988,0.10119616474301552,21.532442640361353,,,,
14,116,Balancer,0xba100000625a3754423978a60c9317c58a424e3d,BAL,https://balancer.finance/,"Balancer is a protocol for programmable liquidity.


",Multi-Chain,https://icons.llama.fi/balancer.png,2,balancer,5728,Dexes,"['Ethereum', 'Polygon', 'Arbitrum']",balancer/index.js,BalancerLabs,['https://docs.balancer.fi/core-concepts/security/audits'],,1420932486.4201016,0.02657426527281359,4.3272180832379945,15.076940173870895,548508168.0,199392853.0,,
15,694,JustCryptos,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,https://just.network/token,"Just Cryptos builds a bridge that connects premium crypto currencies from the TRON network and other public chains, and introduces token value to TRON to power the JUST ecosystem. All assets are stored, and can be swapped on Poloniex.",Tron,https://icons.llama.fi/justcryptos.png,0,,,Bridge,['Tron'],justCryptos/index.js,DeFi_JUST,,,1371482725.0,0.1529462464801412,6.549510455196156,19.486508646708955,,,,
16,359,Frax,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,https://frax.finance/,Inventors of the fractional stablecoin. $FRAX is the 1st stablecoin with parts backed & parts algorithmic,Multi-Chain,https://icons.llama.fi/frax.jpg,2,frax-share,6953,Algo-Stables,"['Ethereum', 'Fantom']",fraxfinance/index.js,fraxfinance,['https://www.certik.org/projects/fraxfinance'],['Chainlink'],1262290868.0594323,0.4972763683776691,-0.0015547452753992275,0.30962440989161166,683090023.0,490492858.0,,287163765.9021053
17,691,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,https://juststable.tronscan.org/#/login,"JustStable is a decentralized finance system of USDJ stablecoin for everyone, anywhere, anytime.",Tron,https://icons.llama.fi/juststables.png,2,just-stablecoin,5446,Algo-Stables,['Tron'],juststable/index.js,DeFi_JUST,['https://just.tronscan.org/docs/audit-report-just_cn.pdf'],['WINkLink'],1191375218.965752,-0.09680542110358203,1.6255621858373104,6.092996183488353,,0.0,,
18,1599,AAVE V3,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,https://aave.com,"Earn interest, borrow assets, and build applications",Multi-Chain,https://icons.llama.fi/aave-v3.png,2,,,Lending,"['Avalanche', 'Polygon', 'Arbitrum', 'Optimism', 'Fantom', 'Harmony']",aave/v3.js,AaveAave,['https://aave.com/security'],[],1176967513.1206431,-1.48572464011923,2.124071352439813,16.54598745729119,,,,
19,132,hBTC,0x0316EB71485b0Ab14103307bf65a021042c6d380,hBTC,https://www.hbtc.finance/ ,"HBTC token aims to promote the growth of the decentralized marketplace by injecting Bitcoin (BTC), the largest and most liquid asset, into the decentralized finance (DeFi) eco-system.",Ethereum,https://icons.llama.fi/hbtc.jpg,2,huobi-btc,478,Bridge,['Ethereum'],hbtc.js,HBTC_official,['https://www.htokens.finance/static/pdf/audit-report-en.pdf'],,902946144.5108722,0.0,5.20341445695604,16.845222044131162,911641365.0,911641365.0,,
20,690,SUNSwap,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,https://sunswap.com/#/home,SUNSwap is a TRON-based decentralized trading protocol for automated liquidity provision and an open financial market accessible to all.,Tron,https://icons.llama.fi/sunswap.jpg,2,,1116,Dexes,['Tron'],justSwap/index.js,DeFi_JUST,['https://justswap.io/docs/audit-report_cn.pdf'],,820070138.5632871,0.02693160435175912,1.4589636946152496,0.49673618442800205,,,,
21,119,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,https://sushi.com/,"A fully decentralized protocol for automated liquidity provision on Ethereum.
",Multi-Chain,https://icons.llama.fi/sushiswap.png,3,sushi,6758,Dexes,"['Ethereum', 'Polygon', 'Arbitrum', 'Avalanche', 'xDai', 'Harmony', 'Moonriver', 'Fantom', 'Celo', 'Binance', 'Fuse', 'Telos', 'OKExChain', 'Heco', 'Palm']",sushiswap/index.js,SushiSwap,['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-SushiSwap-v1.0.pdf'],[],732004117.9008859,0.6326001866113984,3.85289620902725,28.027948426613733,367757272.0,283598604.0,,95668196.69690308
22,831,VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,https://vvs.finance,"VVS is designed to be the simplest DeFi platform for users to swap tokens, earn high yields, and most importantly have fun!",Cronos,https://icons.llama.fi/vvs-finance.jpg,2,vvs-finance,14519,Dexes,['Cronos'],vvs-finance/index.js,VVS_finance,['https://docs.vvs.finance/fundamentals/smart-contracts-and-security'],,729732961.2293932,0.20946254929059194,2.2187851809354555,8.175757512540429,688713751.0,138687490.0,,
23,212,Venus,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,https://venus.io/,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.,Binance,https://icons.llama.fi/venus.jpg,2,venus,7288,Lending,['Binance'],venus.js,VenusProtocol,['https://www.certik.org/projects/swipe'],['Chainlink'],700333282.3904511,0.3483431009328086,4.2641100222512875,16.524820520352733,166682419.0,75038712.0,,
24,612,Vires Finance,waves:DSbbhLsSTeDg5Lsiufk2Aneh3DjVqJuPr2M9uU1gwy5p,VIRES,https://vires.finance,"Vires.finance is is a decentralized non-custodial liquidity protocol based on Waves Blockchain, where users, wallets and dapps can participate as depositors or borrowers.",Waves,https://icons.llama.fi/vires-finance.png,2,vires-finance,12907,Lending,['Waves'],vires/index.js,viresfinance,['https://github.com/deemru/viresfinance-audit/releases/download/audit/viresfinance-security-audit.en.pdf'],,659582580.4918898,0.07130435045262118,0.25037540295866734,0.11294177222866608,419306051.0,22946672.0,,
25,1303,Iron Bank,fantom:0x00a35FD824c717879BF370E70AC6868b95870Dfb,IB,https://ib.xyz,"Iron Bank is a decentralized protocol to protocol lending platform. It allows trusted protocols to borrow funds without posting collateral via whitelisting. It is helping build a better and safer DeFi lending ecosystem, by driving capital efficiency as the liquidity infrastructure and backbone for DeFi and CeFi.",Multi-Chain,https://icons.llama.fi/iron-bank.svg,2,iron-bank,17568,Lending,"['Ethereum', 'Avalanche', 'Fantom']",ironbank/index.js,ibdotxyz,['https://github.com/trailofbits/publications/blob/master/reviews/CREAMSummary.pdf'],['Chainlink'],607437013.5462587,0.054341861868095975,0.7170217918701667,-5.013098542627688,42733766.0,298664.0,,
26,113,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,https://yearn.finance/,"Yearn.finance is an aggregator service for decentralized finance (DeFi) investors, using automation to allow them to maximize profits from yield farming.",Multi-Chain,https://icons.llama.fi/yearn-finance.png,1,yearn-finance,5864,Yield Aggregator,"['Ethereum', 'Fantom', 'Arbitrum']",yearn/index.js,iearnfinance,['https://github.com/yearn/yearn-audits'],,591182444.0593292,0.19212888387201588,3.0612532987976238,13.06815534188759,249101853.0,214670474.0,Vyper,
27,270,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,https://www.liquity.org/,Liquity is a decentralized borrowing protocol that allows you to draw 0% interest loans against Ether used as collateral.,Ethereum,https://icons.llama.fi/liquity.jpg,2,liquity,7429,CDP,['Ethereum'],liquity/index.js,LiquityProtocol,"['https://github.com/trailofbits/publications/blob/master/reviews/Liquity.pdf', 'https://www.coinspect.com/liquity-audit/']",['Chainlink'],576195803.2682642,1.1441779832418462,6.5970510081480285,50.68692254774527,95068399.0,75779288.0,,
28,144,dYdX,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,https://dydx.exchange/,"The most powerful open trading platform for crypto assets. Margin trade, borrow, and lend cryptocurrency.
",Ethereum,https://icons.llama.fi/dydx.jpg,,dydx,11156,Derivatives,['Ethereum'],dydx/index.js,dydxprotocol,['https://docs.dydx.exchange/#independent-audits'],['Chainlink'],571140524.6641536,0.7138471652069711,1.953827771598668,-2.8743787499613376,2053811654.0,229743824.0,Cairo,
29,636,Keep3r Network,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,KP3R,https://keep3r.network,Keep3r Network is a decentralized keeper network for projects that need external devops and for external teams to find keeper jobs,Ethereum,https://icons.llama.fi/keep3r-network.jpg,2,keep3rv1,7535,Derivatives,['Ethereum'],keep3r/index.js,thekeep3r,['https://github.com/keep3r-network/keep3r.network/tree/master/audits'],,560156337.0,-0.02060285853882249,0.7175065279228363,1.3566032047670689,56096438.0,56096438.0,,11021386.997123528
30,1217,Parallel DeFi Super App,,-,https://parallel.fi,"Parallel Finance is a Decentralized Money Market Protocol that offers lending, staking, and borrowing in the Polkadot ecosystem. Depositors can lend and stake simultaneously to earn double yield on their staked coins, and borrowers can collateralize to borrow.",Parallel,https://icons.llama.fi/parallel-defi-super-app.jpg,0,,,Lending,['Parallel'],parallel.js,ParallelFi,,,524759679.73793614,-0.4492734065311481,6.7701773196765345,22.354200977717056,,,,
31,345,Alpaca Finance,bsc:0x8f0528ce5ef7b51152a59745befdd91d97091d2f,ALPACA,https://www.alpacafinance.org/,The 1st leveraged yield farming protocol on BSC,Multi-Chain,https://icons.llama.fi/alpaca-finance.jpg,2,alpaca-finance,8707,Yield,"['Binance', 'Fantom']",alpaca-finance/index.js,AlpacaFinance,['https://github.com/alpaca-finance/bsc-alpaca-contract/tree/main/audits'],,520664286.7132773,0.29888278588072126,3.158238360687008,8.823251243543993,47106584.0,38594350.0,,18596026.79918912
32,1541,Portal,,-,https://portalbridge.com,A token bridge built on Wormhole.,Multi-Chain,https://icons.llama.fi/portal.png,2,,,Bridge,"['Ethereum', 'Terra', 'Binance', 'Polygon', 'Solana', 'Avalanche', 'Aurora', 'Fantom', 'Celo', 'Karura', 'Oasis']",wormhole.js,portalbridge_,['https://github.com/certusone/wormhole/blob/dev.v2/audits/2021-01-10_neodyme.pdf'],[],508298485.56,-0.29838970034815304,3.766337366778245,20.491093635180462,,,,
33,115,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,https://synthetix.io,Synthetix is a derivatives liquidity protocol providing the backbone for derivatives trading in DeFi.,Multi-Chain,https://icons.llama.fi/synthetix.png,2,havven,2586,Derivatives,"['Ethereum', 'Optimism']",synthetix/index.js,synthetix_io,['https://docs.synthetix.io/contracts/audits/'],['Chainlink'],495465099.85475576,1.425588523695808,0.1393152063035643,22.54179741987234,846763627.0,687586703.0,,
34,431,SUN.io,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,https://sun.io,"First integrated platform for stablecoin swap, stake-mining, and self-governance on TRON",Tron,https://icons.llama.fi/sun-io.png,2,sun-token,10529,Dexes,['Tron'],sun/index.js,defi_sunio,['https://sun.io/docs/slowmist_audit_report_en_sun.pdf'],,494118877.59760135,0.023096686081473194,,1.7139487391148975,,63505722.0,,6653424.2294727815
35,1571,Stargate,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,https://stargate.finance/,"Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeFi. With Stargate, users & dApps can transfer native assets cross-chain while accessing the protocol’s unified liquidity pools with instant guaranteed finality.",Multi-Chain,https://icons.llama.fi/stargate.png,2,stargate-finance,18934,Cross Chain,"['Ethereum', 'Avalanche', 'Arbitrum', 'Polygon', 'Binance', 'Fantom', 'Optimism']",stargatefinance/index.js,StargateFinance,['https://github.com/stargate-protocol/stargate/tree/main/audit'],[],477805844.5343019,0.15980336865517586,1.8744720909829908,10.552073887489684,421628835.0,56697195.0,,
36,900,Rocket Pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,https://rocketpool.net,"Rocket Pool is the first truly decentralised Ethereum staking pool. Liquid Staking, Audited SC, and Minimised Penalty Risk. Unlike solo stakers, who are required to put 32 ETH up for deposit to create a new validator, Rocket Pool nodes only need to deposit 16 ETH per validator. This will be coupled with 16 ETH from the staking pool (which stakers deposited in exchange for rETH) to create a new ETH2 validator.",Ethereum,https://icons.llama.fi/rocket-pool.jpg,2,rocket-pool,2943,Liquid Staking,['Ethereum'],rocketpool/index.js,Rocket_Pool,"['https://rocketpool.net/files/sigma-prime-audit.pdf', 'https://consensys.net/diligence/audits/2021/04/rocketpool', 'https://github.com/trailofbits/publications/blob/master/reviews/RocketPool.pdf', 'https://immunefi.com/bounty/rocketpool']",,427250423.0721708,0.8571046398022588,7.022671462548885,53.26389583038937,330408387.0,297217047.0,,
37,148,Tornado Cash,0x77777feddddffc19ff86db637967013e6c6a116c,TORN,https://tornado.cash/,Non-custodial anonymous transactions on Ethereum.,Multi-Chain,https://icons.llama.fi/tornado-cash.jpg,2,tornado-cash,8049,Privacy,"['Ethereum', 'Binance', 'Arbitrum', 'Polygon', 'Avalanche', 'xDai', 'Optimism']",tornado/index.js,TornadoCash,['https://tornado.cash/#faq'],[],413730705.2154,0.9665741084267125,6.553892950609068,39.624833638871536,244636958.0,37344094.0,,
38,347,Abracadabra,0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,https://abracadabra.money/,Abracadabra.money is a spell book that allows users to produce magic internet money ($MIM) which is a stable coin that you can swap for any other traditional stable coin.,Multi-Chain,https://icons.llama.fi/abracadabra.svg,2,spell-token,11289,CDP,"['Ethereum', 'Arbitrum', 'Avalanche', 'Fantom']",abracadabra/api.js,MIM_Spell,['https://www.certora.com/pubs/SushiBentoboxFeb2021.pdf'],['Chainlink'],408153695.7499813,0.00015607679945617292,1.600388092989931,7.421492235231213,224177401.0,102788049.0,,
39,1166,DefiChain DEX,-,DFI,https://defichain.com/dex,"Swap between DFI and wrapped tokens in a completely decentralized, exchange.",DefiChain,https://icons.llama.fi/defichain.jpg,2,defichain,5804,Dexes,['DefiChain'],defichain-dex.js,defichain,['https://defichain.com/security/'],,408067430.41583806,0.49721843846964475,4.415428233646182,12.84248626095848,,627012760.0,,
40,306,Quickswap,polygon:0x831753dd7087cac61ab5644b308642cc1c33dc13,QUICK,https://quickswap.exchange/,AMM,Polygon,https://icons.llama.fi/quickswap.jpg,3,quick,8206,Dexes,['Polygon'],quickswap/index.js,QuickswapDEX,['https://contractsecurity.io/quick-audit-report/'],,359301652.3138302,-0.14587809329665902,3.4435763858683828,27.603775000500022,90875780.0,41893735.0,,
41,484,Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,https://marinade.finance,The easiest way to stake Solana - liquid staking,Solana,https://icons.llama.fi/marinade-finance.jpg,2,marinade,13803,Liquid Staking,['Solana'],marinade.js,MarinadeFinance,"['https://marinade.finance/Neodyme.pdf', 'https://marinade.finance/AckeeBlockchain.pdf', 'https://marinade.finance/KudelskiSecurity.pdf']",,348600866.4914594,-1.0146996845388117,16.677382207248613,36.00510098754498,56433282.0,7201987.0,,
42,1796,Poly Network,,-,https://www.poly.network,Poly Network is a global cross-chain protocol for implementing blockchain interoperability and building Web3.0 infrastructure. Poly Network has also integrated over 20 blockchains.,Multi-Chain,https://icons.llama.fi/poly-network.png,2,,,Bridge,"['Ethereum', 'Binance', 'NEO', 'Heco', 'Ontology', 'Neo3', 'Polygon', 'Arbitrum', 'Fantom', 'Optimism', 'OKExChain', 'Boba', 'Metis', 'Kava', 'xDai', 'Avalanche', 'Starcoin', 'Harmony', 'Carbon', 'CLV', 'Oasis', 'Pallete', 'Celo', 'Zilliqa', 'Hoo', 'Kucoin', 'Bytomsidechain']",polynetwork/index.js,PolyNetwork2,['https://github.com/polynetwork/audit-report'],[],343854684.38,0.07460850854850776,1.4920102153972863,7.900320974251102,,,,
43,340,Olympus DAO,0x383518188c0c6d7730d91b2c03a03c837814a899,OHM,https://olympusdao.finance/,$OHM is a decentralized reserve currency that remains unbound by a peg.,Ethereum,https://icons.llama.fi/olympus-dao.jpg,2,olympus,9067,Reserve Currency,['Ethereum'],olympus/index.js,OlympusDAO,['https://docs.olympusdao.finance/references/audits'],,328258920.30339473,0.21130147849967784,0.4703230262701936,3.0501506666399223,406400998.0,378577406.0,,16004282.944357581
44,458,Solend,solana:SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,SLND,https://solend.fi,"Solend is an algorithmic, decentralized protocol for lending and borrowing on Solana. Lending and borrowing has proven itself as being key in a DeFi ecosystem. However, current products are slow and expensive. On Solana, Solend can scale to being 100x faster and 100x cheaper. Solend aims to be the easiest to use and most secure solution on Solana.",Solana,https://icons.llama.fi/solend.png,2,solend,13524,Lending,['Solana'],solend/index.js,solendprotocol,['https://github.com/solendprotocol/solana-program-library/tree/master/token-lending/audit'],['Pyth'],311713427.05741775,-1.1271529857396416,16.983333209193788,37.55705001882396,60935396.0,12942027.0,,
45,337,GMX,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,https://gmx.io/,"GMX is a decentralized spot and perpetual exchange that supports low swap fees and zero price impact trades. Trading is supported by a unique multi-asset pool that earns liquidity providers fees from market making, swap fees, leverage trading (spreads, funding fees & liquidations) and asset rebalancing.",Multi-Chain,https://icons.llama.fi/gmx.png,2,gmx,11857,Derivatives,"['Arbitrum', 'Avalanche']",gmx/index.js,GMX_IO,['https://github.com/xvi10/gambit-contracts/tree/master/audits'],,297889773.05367506,0.4828228894493378,4.246143933475153,20.213112234698997,415625939.0,246019074.0,,212197652.25213203
46,145,Serum,,SRM,https://projectserum.com/,Serum is a decentralized exchange (DEX) and ecosystem that brings unprecedented speed and low transaction costs to decentralized finance.,Solana,https://icons.llama.fi/serum.jpg,,serum,6187,Dexes,['Solana'],serum.js,ProjectSerum,,,297161717.04438776,0.10506760966843842,3.5237552742784573,31.363013078328635,11385791423.0,417716906.0,,
47,326,Beefy Finance,bsc:0xca3f508b8e4dd382ee878a314789373d80a5190a,BIFI,https://app.beefy.finance,"Beefy Finance is a Decentralized, Multi-Chain Yield Optimizer platform that allows its users to earn compound interest on their crypto holdings. Through a set of investment strategies secured and enforced by smart contracts, Beefy Finance automatically maximizes the user rewards from various liquidity pools (LPs),‌ ‌automated market making (AMM) projects,‌ ‌and‌ ‌other yield‌ farming ‌opportunities in the DeFi ecosystem.",Multi-Chain,https://icons.llama.fi/beefy-finance.png,2,beefy-finance,7311,Yield Aggregator,"['Fantom', 'Polygon', 'Binance', 'Avalanche', 'Arbitrum', 'Cronos', 'Optimism', 'Moonbeam', 'Moonriver', 'Metis', 'Fuse', 'Aurora', 'Heco', 'Oasis', 'Harmony', 'Celo']",beefy/index.js,beefyfinance,['https://github.com/beefyfinance/beefy-audits'],,291780818.2769198,0.4280019430234745,2.8685474076367115,18.05932883573466,35727942.0,35727942.0,,26536934.790689196
48,1765,UniCrypt,0xadb2437e6f65682b85f814fbc12fec0508a7b1d0,UNCX,https://unicrypt.network,"Unicrypt is a one-stop shop with everything you need to launch and maintain a sustainable and secure protocol. Generate and secure the initial liquidity, lock your tokens with vesting lockers and create farms with customisable rewards.",Multi-Chain,https://icons.llama.fi/unicrypt.png,2,unicrypt-2,7664,Services,"['Binance', 'Ethereum', 'Polygon', 'Avalanche', 'xDai']",unicrypt/api.js,UNCX_token,"['https://github.com/chainsulting/Smart-Contract-Security-Audits/tree/master/Unicrypt', 'https://www.certik.com/projects/unicrypt']",[],283763357.50804466,0.873273741945809,8.491906971950485,28.176858272684115,,10303163.0,,4363719.229220104
